order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,ExtractTime,source,late_delivery,latency_days,weekend,status_description
56,1241,4,2016-02-04,2016-02-06,2016-02-07,2,6,2024-05-01 21:24:37.058428,Oracle,True,1,True,Completed
57,1305,4,2016-02-04,2016-02-06,2016-02-06,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
58,504,4,2016-02-05,2016-02-07,2016-02-07,2,6,2024-05-01 21:24:37.058428,Oracle,False,0,True,Completed
59,563,4,2016-02-05,2016-02-07,2016-02-06,2,7,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
60,151,4,2016-02-06,2016-02-08,2016-02-07,1,3,2024-05-01 21:24:37.058428,Oracle,False,-1,True,Completed
61,277,4,2016-02-06,2016-02-09,2016-02-09,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
62,208,4,2016-02-07,2016-02-10,2016-02-10,1,2,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
63,1075,4,2016-02-07,2016-02-09,2016-02-09,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
64,1185,4,2016-02-07,2016-02-08,2016-02-09,2,6,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
65,996,4,2016-02-08,2016-02-09,2016-02-11,2,6,2024-05-01 21:24:37.058428,Oracle,True,2,False,Completed
66,1253,4,2016-02-09,2016-02-12,2016-02-12,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
67,526,4,2016-02-09,2016-02-11,2016-02-10,3,8,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
68,381,4,2016-02-10,2016-02-11,2016-02-13,2,6,2024-05-01 21:24:37.058428,Oracle,True,2,False,Completed
69,1413,4,2016-02-10,2016-02-12,2016-02-11,2,7,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
70,50,3,2016-02-11,2016-02-11,2016-02-11,3,9,2024-05-01 21:24:37.058428,Oracle,False,0,False,Rejected
71,797,4,2016-02-11,2016-02-14,2016-02-12,2,7,2024-05-01 21:24:37.058428,Oracle,False,-2,False,Completed
72,1386,4,2016-02-12,2016-02-15,2016-02-13,1,2,2024-05-01 21:24:37.058428,Oracle,False,-2,False,Completed
73,612,4,2016-02-12,2016-02-15,2016-02-14,2,7,2024-05-01 21:24:37.058428,Oracle,False,-1,True,Completed
74,264,4,2016-02-13,2016-02-15,2016-02-15,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,True,Completed
75,587,4,2016-02-14,2016-02-15,2016-02-17,2,6,2024-05-01 21:24:37.058428,Oracle,True,2,False,Completed
76,9,3,2016-02-16,2016-02-16,2016-02-17,2,6,2024-05-01 21:24:37.058428,Oracle,True,1,False,Rejected
77,385,4,2016-02-16,2016-02-19,2016-02-19,1,2,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
78,1182,4,2016-02-16,2016-02-18,2016-02-19,2,7,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
79,529,4,2016-02-17,2016-02-20,2016-02-20,1,3,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
80,397,4,2016-02-17,2016-02-20,2016-02-19,2,6,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
81,521,4,2016-02-17,2016-02-19,2016-02-18,2,6,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
82,1223,4,2016-02-18,2016-02-21,2016-02-20,2,6,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
83,393,4,2016-02-19,2016-02-20,2016-02-20,1,3,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
84,317,4,2016-02-20,2016-02-22,2016-02-21,2,7,2024-05-01 21:24:37.058428,Oracle,False,-1,True,Completed
85,1174,4,2016-02-20,2016-02-23,2016-02-21,2,7,2024-05-01 21:24:37.058428,Oracle,False,-2,True,Completed
86,276,4,2016-02-21,2016-02-22,2016-02-23,2,7,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
87,516,4,2016-02-21,2016-02-22,2016-02-23,2,6,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
88,1069,4,2016-02-21,2016-02-22,2016-02-23,2,6,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
89,668,4,2016-02-21,2016-02-24,2016-02-24,3,8,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
90,414,4,2016-02-23,2016-02-25,2016-02-24,2,7,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
91,648,4,2016-02-25,2016-02-27,2016-02-28,1,2,2024-05-01 21:24:37.058428,Oracle,True,1,True,Completed
92,1309,4,2016-02-25,2016-02-28,2016-02-28,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,True,Completed
93,1328,4,2016-02-26,2016-02-28,2016-02-27,1,3,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
94,929,4,2016-02-27,2016-02-28,2016-02-29,1,2,2024-05-01 21:24:37.058428,Oracle,True,1,True,Completed
95,218,4,2016-02-27,2016-02-29,2016-02-28,2,7,2024-05-01 21:24:37.058428,Oracle,False,-1,True,Completed
96,1094,4,2016-02-27,2016-02-29,2016-02-28,2,7,2024-05-01 21:24:37.058428,Oracle,False,-1,True,Completed
97,204,4,2016-02-28,2016-02-29,2016-03-01,2,7,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
98,1194,4,2016-02-28,2016-02-29,2016-02-29,2,6,2024-05-01 21:24:37.058428,Oracle,False,0,True,Completed
99,1165,4,2016-02-29,2016-03-01,2016-03-03,3,9,2024-05-01 21:24:37.058428,Oracle,True,2,False,Completed
100,1237,4,2016-03-01,2016-03-04,2016-03-03,2,7,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
101,271,4,2016-03-01,2016-03-04,2016-03-04,3,8,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
102,336,4,2016-03-02,2016-03-05,2016-03-03,2,7,2024-05-01 21:24:37.058428,Oracle,False,-2,False,Completed
103,991,4,2016-03-03,2016-03-06,2016-03-05,1,2,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
104,7,4,2016-03-03,2016-03-05,2016-03-05,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
105,306,4,2016-03-03,2016-03-05,2016-03-04,2,7,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
106,422,4,2016-03-04,2016-03-05,2016-03-05,3,9,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
107,633,4,2016-03-06,2016-03-09,2016-03-09,1,2,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
108,12,4,2016-03-06,2016-03-09,2016-03-07,2,6,2024-05-01 21:24:37.058428,Oracle,False,-2,True,Completed
109,1255,4,2016-03-06,2016-03-09,2016-03-09,2,6,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
110,677,4,2016-03-06,2016-03-08,2016-03-09,3,9,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
111,630,4,2016-03-07,2016-03-10,2016-03-10,2,6,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
112,469,4,2016-03-08,2016-03-11,2016-03-10,2,6,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
113,1078,4,2016-03-08,2016-03-11,2016-03-11,2,6,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
114,1431,4,2016-03-08,2016-03-10,2016-03-11,2,7,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
115,1369,4,2016-03-09,2016-03-11,2016-03-11,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
116,471,4,2016-03-10,2016-03-11,2016-03-11,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
117,740,4,2016-03-10,2016-03-13,2016-03-11,2,6,2024-05-01 21:24:37.058428,Oracle,False,-2,False,Completed
118,577,4,2016-03-12,2016-03-14,2016-03-13,1,2,2024-05-01 21:24:37.058428,Oracle,False,-1,True,Completed
119,925,4,2016-03-12,2016-03-14,2016-03-14,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,True,Completed
120,327,4,2016-03-14,2016-03-15,2016-03-17,2,7,2024-05-01 21:24:37.058428,Oracle,True,2,False,Completed
121,755,4,2016-03-14,2016-03-15,2016-03-16,2,6,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
122,786,4,2016-03-14,2016-03-16,2016-03-15,2,6,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
123,766,4,2016-03-15,2016-03-18,2016-03-17,2,6,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
124,403,4,2016-03-16,2016-03-18,2016-03-17,1,3,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
125,685,4,2016-03-16,2016-03-19,2016-03-17,2,6,2024-05-01 21:24:37.058428,Oracle,False,-2,False,Completed
126,1365,4,2016-03-16,2016-03-18,2016-03-18,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
127,484,4,2016-03-17,2016-03-18,2016-03-19,3,8,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
128,86,4,2016-03-18,2016-03-20,2016-03-21,2,6,2024-05-01 21:24:37.058428,Oracle,True,1,True,Completed
129,84,4,2016-03-19,2016-03-21,2016-03-21,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,True,Completed
130,1049,4,2016-03-19,2016-03-22,2016-03-20,2,6,2024-05-01 21:24:37.058428,Oracle,False,-2,True,Completed
131,316,4,2016-03-19,2016-03-22,2016-03-20,3,8,2024-05-01 21:24:37.058428,Oracle,False,-2,True,Completed
132,46,4,2016-03-20,2016-03-22,2016-03-23,1,3,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
133,409,4,2016-03-20,2016-03-22,2016-03-21,2,7,2024-05-01 21:24:37.058428,Oracle,False,-1,True,Completed
134,679,4,2016-03-20,2016-03-21,2016-03-21,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,True,Completed
135,1354,4,2016-03-21,2016-03-23,2016-03-23,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
136,1192,4,2016-03-21,2016-03-24,2016-03-23,3,8,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
137,370,4,2016-03-23,2016-03-26,2016-03-25,2,7,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
138,438,4,2016-03-23,2016-03-24,2016-03-25,2,7,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
139,710,4,2016-03-23,2016-03-24,2016-03-26,2,7,2024-05-01 21:24:37.058428,Oracle,True,2,False,Completed
140,1264,4,2016-03-23,2016-03-26,2016-03-26,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
141,557,4,2016-03-25,2016-03-27,2016-03-26,2,7,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
142,170,4,2016-03-26,2016-03-27,2016-03-27,1,3,2024-05-01 21:24:37.058428,Oracle,False,0,True,Completed
143,693,4,2016-03-26,2016-03-28,2016-03-28,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,True,Completed
144,1124,4,2016-03-26,2016-03-29,2016-03-29,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
145,366,4,2016-03-27,2016-03-29,2016-03-30,2,6,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
146,288,4,2016-03-28,2016-03-30,2016-03-30,1,3,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
147,55,4,2016-03-28,2016-03-31,2016-03-31,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
148,714,4,2016-03-28,2016-03-30,2016-03-30,2,6,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
149,763,4,2016-03-28,2016-03-30,2016-03-29,2,6,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
150,332,4,2016-03-29,2016-03-31,2016-04-01,1,2,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
151,926,4,2016-03-29,2016-04-01,2016-03-31,1,2,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
152,76,4,2016-03-29,2016-03-30,2016-03-30,2,6,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
153,498,4,2016-03-30,2016-04-02,2016-04-01,2,6,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
154,1286,4,2016-03-31,2016-04-01,2016-04-01,1,2,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
155,371,4,2016-04-02,2016-04-03,2016-04-04,2,6,2024-05-01 21:24:37.058428,Oracle,True,1,True,Completed
156,357,4,2016-04-03,2016-04-06,2016-04-05,1,3,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
157,43,4,2016-04-03,2016-04-06,2016-04-06,3,8,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
158,117,3,2016-04-04,2016-04-04,2016-04-06,3,9,2024-05-01 21:24:37.058428,Oracle,True,2,False,Rejected
159,32,4,2016-04-04,2016-04-06,2016-04-06,1,2,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
160,205,4,2016-04-04,2016-04-06,2016-04-06,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
161,251,4,2016-04-04,2016-04-07,2016-04-05,2,7,2024-05-01 21:24:37.058428,Oracle,False,-2,False,Completed
162,31,4,2016-04-06,2016-04-08,2016-04-07,1,3,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
163,1325,4,2016-04-06,2016-04-07,2016-04-07,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
164,610,4,2016-04-07,2016-04-08,2016-04-09,2,7,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
165,574,4,2016-04-08,2016-04-10,2016-04-10,1,3,2024-05-01 21:24:37.058428,Oracle,False,0,True,Completed
166,338,4,2016-04-08,2016-04-11,2016-04-11,2,6,2024-05-01 21:24:37.058428,Oracle,False,0,True,Completed
167,1034,4,2016-04-08,2016-04-09,2016-04-11,2,7,2024-05-01 21:24:37.058428,Oracle,True,2,True,Completed
168,1147,4,2016-04-09,2016-04-12,2016-04-11,1,3,2024-05-01 21:24:37.058428,Oracle,False,-1,True,Completed
169,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,True,Completed
170,1200,4,2016-04-10,2016-04-11,2016-04-13,2,7,2024-05-01 21:24:37.058428,Oracle,True,2,False,Completed
171,237,4,2016-04-11,2016-04-14,2016-04-14,1,3,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
172,1079,4,2016-04-11,2016-04-12,2016-04-14,2,7,2024-05-01 21:24:37.058428,Oracle,True,2,False,Completed
173,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
174,1361,4,2016-04-12,2016-04-13,2016-04-15,2,7,2024-05-01 21:24:37.058428,Oracle,True,2,False,Completed
175,951,4,2016-04-13,2016-04-14,2016-04-14,2,6,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
176,643,4,2016-04-15,2016-04-16,2016-04-17,2,7,2024-05-01 21:24:37.058428,Oracle,True,1,True,Completed
177,121,4,2016-04-16,2016-04-19,2016-04-19,1,2,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
178,756,4,2016-04-16,2016-04-17,2016-04-18,2,6,2024-05-01 21:24:37.058428,Oracle,True,1,True,Completed
179,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
180,918,4,2016-04-17,2016-04-20,2016-04-19,2,7,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
181,459,4,2016-04-18,2016-04-20,2016-04-20,1,3,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
182,854,4,2016-04-18,2016-04-19,2016-04-20,2,6,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
183,22,4,2016-04-19,2016-04-20,2016-04-20,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
184,134,4,2016-04-19,2016-04-21,2016-04-22,2,7,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
185,24,3,2016-04-20,2016-04-20,2016-04-22,1,2,2024-05-01 21:24:37.058428,Oracle,True,2,False,Rejected
186,1127,4,2016-04-21,2016-04-22,2016-04-24,2,6,2024-05-01 21:24:37.058428,Oracle,True,2,True,Completed
187,183,4,2016-04-22,2016-04-23,2016-04-24,2,6,2024-05-01 21:24:37.058428,Oracle,True,1,True,Completed
188,390,4,2016-04-22,2016-04-23,2016-04-25,2,6,2024-05-01 21:24:37.058428,Oracle,True,2,True,Completed
189,1288,4,2016-04-23,2016-04-24,2016-04-26,1,2,2024-05-01 21:24:37.058428,Oracle,True,2,False,Completed
190,98,4,2016-04-23,2016-04-25,2016-04-25,2,6,2024-05-01 21:24:37.058428,Oracle,False,0,True,Completed
191,919,4,2016-04-27,2016-04-28,2016-04-28,1,2,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
192,728,4,2016-04-27,2016-04-28,2016-04-29,2,7,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
193,1366,4,2016-04-28,2016-04-30,2016-04-30,1,3,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
194,558,4,2016-04-28,2016-04-30,2016-05-01,2,7,2024-05-01 21:24:37.058428,Oracle,True,1,True,Completed
195,727,4,2016-04-28,2016-05-01,2016-05-01,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,True,Completed
196,1247,4,2016-04-28,2016-04-30,2016-05-01,2,6,2024-05-01 21:24:37.058428,Oracle,True,1,True,Completed
197,127,4,2016-04-30,2016-05-03,2016-05-03,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
198,640,4,2016-05-01,2016-05-04,2016-05-03,2,6,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
199,760,4,2016-05-01,2016-05-04,2016-05-04,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
200,1074,4,2016-05-01,2016-05-03,2016-05-03,2,6,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
201,280,4,2016-05-01,2016-05-04,2016-05-02,3,9,2024-05-01 21:24:37.058428,Oracle,False,-2,True,Completed
202,600,4,2016-05-03,2016-05-05,2016-05-04,1,2,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
203,1102,4,2016-05-03,2016-05-05,2016-05-06,3,9,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
204,591,4,2016-05-04,2016-05-07,2016-05-06,2,7,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
205,635,4,2016-05-04,2016-05-05,2016-05-06,2,6,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
206,743,4,2016-05-04,2016-05-06,2016-05-05,3,9,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
207,105,4,2016-05-05,2016-05-07,2016-05-07,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
208,815,4,2016-05-06,2016-05-07,2016-05-09,2,7,2024-05-01 21:24:37.058428,Oracle,True,2,True,Completed
209,514,4,2016-05-07,2016-05-08,2016-05-08,2,6,2024-05-01 21:24:37.058428,Oracle,False,0,True,Completed
210,943,4,2016-05-07,2016-05-08,2016-05-09,2,6,2024-05-01 21:24:37.058428,Oracle,True,1,True,Completed
211,1140,4,2016-05-07,2016-05-09,2016-05-08,2,6,2024-05-01 21:24:37.058428,Oracle,False,-1,True,Completed
212,1373,4,2016-05-08,2016-05-09,2016-05-11,2,6,2024-05-01 21:24:37.058428,Oracle,True,2,False,Completed
213,788,4,2016-05-08,2016-05-09,2016-05-09,3,8,2024-05-01 21:24:37.058428,Oracle,False,0,True,Completed
214,363,4,2016-05-10,2016-05-12,2016-05-11,2,6,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
215,1420,4,2016-05-10,2016-05-13,2016-05-12,2,7,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
216,267,4,2016-05-11,2016-05-14,2016-05-13,1,3,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
217,716,4,2016-05-11,2016-05-12,2016-05-14,2,7,2024-05-01 21:24:37.058428,Oracle,True,2,False,Completed
218,1179,4,2016-05-12,2016-05-14,2016-05-14,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
219,1338,4,2016-05-12,2016-05-15,2016-05-15,2,6,2024-05-01 21:24:37.058428,Oracle,False,0,True,Completed
220,1358,4,2016-05-12,2016-05-14,2016-05-15,2,6,2024-05-01 21:24:37.058428,Oracle,True,1,True,Completed
221,1218,4,2016-05-13,2016-05-16,2016-05-14,1,2,2024-05-01 21:24:37.058428,Oracle,False,-2,False,Completed
222,51,4,2016-05-13,2016-05-16,2016-05-14,2,6,2024-05-01 21:24:37.058428,Oracle,False,-2,False,Completed
223,1368,4,2016-05-15,2016-05-16,2016-05-17,2,7,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
224,157,4,2016-05-17,2016-05-18,2016-05-19,1,3,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
225,307,4,2016-05-17,2016-05-20,2016-05-19,1,3,2024-05-01 21:24:37.058428,Oracle,False,-1,False,Completed
226,501,4,2016-05-17,2016-05-19,2016-05-20,1,2,2024-05-01 21:24:37.058428,Oracle,True,1,False,Completed
227,489,4,2016-05-17,2016-05-18,2016-05-20,2,7,2024-05-01 21:24:37.058428,Oracle,True,2,False,Completed
228,615,4,2016-05-17,2016-05-20,2016-05-20,2,7,2024-05-01 21:24:37.058428,Oracle,False,0,False,Completed
