order_id,item_id,product_id,quantity,list_price,discount,ExtractTime,source
17,3.0,5,1,1320.99,0.1,2024-05-01 21:24:37.030417,Oracle
17,4.0,20,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
18,1.0,2,2,749.99,0.2,2024-05-01 21:24:37.030417,Oracle
18,2.0,22,1,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
18,3.0,7,1,3999.99,0.1,2024-05-01 21:24:37.030417,Oracle
18,4.0,25,2,499.99,0.05,2024-05-01 21:24:37.030417,Oracle
18,5.0,9,2,2999.99,0.1,2024-05-01 21:24:37.030417,Oracle
19,1.0,10,1,1549.0,0.07,2024-05-01 21:24:37.030417,Oracle
19,2.0,9,2,2999.99,0.2,2024-05-01 21:24:37.030417,Oracle
20,1.0,9,1,2999.99,0.07,2024-05-01 21:24:37.030417,Oracle
20,2.0,10,2,1549.0,0.07,2024-05-01 21:24:37.030417,Oracle
21,1.0,14,1,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
21,2.0,17,1,429.0,0.1,2024-05-01 21:24:37.030417,Oracle
21,3.0,10,1,1549.0,0.07,2024-05-01 21:24:37.030417,Oracle
22,1.0,15,2,529.99,0.2,2024-05-01 21:24:37.030417,Oracle
22,2.0,22,1,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
23,1.0,4,2,2899.99,0.05,2024-05-01 21:24:37.030417,Oracle
23,2.0,23,2,299.99,0.1,2024-05-01 21:24:37.030417,Oracle
23,3.0,13,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
24,1.0,3,2,999.99,0.1,2024-05-01 21:24:37.030417,Oracle
24,2.0,18,2,449.0,0.07,2024-05-01 21:24:37.030417,Oracle
25,1.0,23,2,299.99,0.2,2024-05-01 21:24:37.030417,Oracle
25,2.0,10,2,1549.0,0.2,2024-05-01 21:24:37.030417,Oracle
25,3.0,22,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
25,4.0,14,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
25,5.0,21,1,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
26,1.0,7,1,3999.99,0.05,2024-05-01 21:24:37.030417,Oracle
26,2.0,2,1,749.99,0.2,2024-05-01 21:24:37.030417,Oracle
26,3.0,12,1,549.99,0.2,2024-05-01 21:24:37.030417,Oracle
26,4.0,21,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
27,1.0,5,1,1320.99,0.2,2024-05-01 21:24:37.030417,Oracle
27,2.0,19,1,449.0,0.2,2024-05-01 21:24:37.030417,Oracle
27,3.0,26,2,599.99,0.07,2024-05-01 21:24:37.030417,Oracle
27,4.0,8,1,1799.99,0.07,2024-05-01 21:24:37.030417,Oracle
28,1.0,5,1,1320.99,0.05,2024-05-01 21:24:37.030417,Oracle
28,2.0,7,2,3999.99,0.2,2024-05-01 21:24:37.030417,Oracle
28,3.0,14,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
28,4.0,6,1,469.99,0.05,2024-05-01 21:24:37.030417,Oracle
29,1.0,24,2,549.99,0.05,2024-05-01 21:24:37.030417,Oracle
29,2.0,6,1,469.99,0.2,2024-05-01 21:24:37.030417,Oracle
29,3.0,21,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
29,4.0,8,1,1799.99,0.2,2024-05-01 21:24:37.030417,Oracle
29,5.0,14,2,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
30,1.0,26,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
30,2.0,17,1,429.0,0.07,2024-05-01 21:24:37.030417,Oracle
30,3.0,19,1,449.0,0.1,2024-05-01 21:24:37.030417,Oracle
30,4.0,4,1,2899.99,0.1,2024-05-01 21:24:37.030417,Oracle
30,5.0,7,2,3999.99,0.1,2024-05-01 21:24:37.030417,Oracle
31,1.0,11,2,1680.99,0.05,2024-05-01 21:24:37.030417,Oracle
31,2.0,9,2,2999.99,0.2,2024-05-01 21:24:37.030417,Oracle
32,1.0,8,2,1799.99,0.07,2024-05-01 21:24:37.030417,Oracle
32,2.0,12,2,549.99,0.07,2024-05-01 21:24:37.030417,Oracle
32,3.0,25,2,499.99,0.1,2024-05-01 21:24:37.030417,Oracle
33,1.0,23,2,299.99,0.07,2024-05-01 21:24:37.030417,Oracle
33,2.0,7,1,3999.99,0.1,2024-05-01 21:24:37.030417,Oracle
34,1.0,8,2,1799.99,0.07,2024-05-01 21:24:37.030417,Oracle
34,2.0,10,2,1549.0,0.1,2024-05-01 21:24:37.030417,Oracle
34,3.0,17,2,429.0,0.2,2024-05-01 21:24:37.030417,Oracle
35,1.0,18,1,449.0,0.05,2024-05-01 21:24:37.030417,Oracle
35,2.0,20,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
35,3.0,5,1,1320.99,0.2,2024-05-01 21:24:37.030417,Oracle
35,4.0,21,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
35,5.0,22,1,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
36,1.0,9,1,2999.99,0.07,2024-05-01 21:24:37.030417,Oracle
36,2.0,5,1,1320.99,0.05,2024-05-01 21:24:37.030417,Oracle
36,3.0,3,2,999.99,0.2,2024-05-01 21:24:37.030417,Oracle
37,1.0,16,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
38,1.0,7,2,3999.99,0.05,2024-05-01 21:24:37.030417,Oracle
38,2.0,23,1,299.99,0.07,2024-05-01 21:24:37.030417,Oracle
38,3.0,25,1,499.99,0.2,2024-05-01 21:24:37.030417,Oracle
38,4.0,10,2,1549.0,0.1,2024-05-01 21:24:37.030417,Oracle
38,5.0,24,1,549.99,0.07,2024-05-01 21:24:37.030417,Oracle
39,1.0,22,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
39,2.0,16,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
39,3.0,3,2,999.99,0.05,2024-05-01 21:24:37.030417,Oracle
39,4.0,15,1,529.99,0.1,2024-05-01 21:24:37.030417,Oracle
40,1.0,17,1,429.0,0.2,2024-05-01 21:24:37.030417,Oracle
40,2.0,8,2,1799.99,0.2,2024-05-01 21:24:37.030417,Oracle
41,1.0,5,1,1320.99,0.1,2024-05-01 21:24:37.030417,Oracle
41,2.0,19,2,449.0,0.2,2024-05-01 21:24:37.030417,Oracle
41,3.0,26,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
42,1.0,19,1,449.0,0.05,2024-05-01 21:24:37.030417,Oracle
43,1.0,13,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
43,2.0,12,2,549.99,0.05,2024-05-01 21:24:37.030417,Oracle
44,1.0,7,1,3999.99,0.1,2024-05-01 21:24:37.030417,Oracle
44,2.0,16,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
45,1.0,4,2,2899.99,0.2,2024-05-01 21:24:37.030417,Oracle
45,2.0,22,1,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
45,3.0,21,2,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
46,1.0,17,1,429.0,0.1,2024-05-01 21:24:37.030417,Oracle
47,1.0,6,1,469.99,0.05,2024-05-01 21:24:37.030417,Oracle
47,2.0,15,1,529.99,0.1,2024-05-01 21:24:37.030417,Oracle
47,3.0,25,2,499.99,0.07,2024-05-01 21:24:37.030417,Oracle
47,4.0,13,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
48,1.0,11,1,1680.99,0.1,2024-05-01 21:24:37.030417,Oracle
48,2.0,4,1,2899.99,0.2,2024-05-01 21:24:37.030417,Oracle
48,3.0,5,2,1320.99,0.1,2024-05-01 21:24:37.030417,Oracle
48,4.0,14,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
49,1.0,13,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
50,1.0,3,1,999.99,0.05,2024-05-01 21:24:37.030417,Oracle
50,2.0,26,2,599.99,0.07,2024-05-01 21:24:37.030417,Oracle
50,3.0,13,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
51,1.0,13,1,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
51,2.0,20,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
51,3.0,26,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
52,1.0,25,1,499.99,0.07,2024-05-01 21:24:37.030417,Oracle
53,1.0,8,2,1799.99,0.2,2024-05-01 21:24:37.030417,Oracle
53,2.0,23,2,299.99,0.05,2024-05-01 21:24:37.030417,Oracle
53,3.0,14,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
53,4.0,25,2,499.99,0.1,2024-05-01 21:24:37.030417,Oracle
54,1.0,26,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
54,2.0,3,1,999.99,0.2,2024-05-01 21:24:37.030417,Oracle
55,1.0,21,1,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
55,2.0,25,2,499.99,0.2,2024-05-01 21:24:37.030417,Oracle
55,3.0,15,2,529.99,0.2,2024-05-01 21:24:37.030417,Oracle
56,1.0,20,2,599.99,0.07,2024-05-01 21:24:37.030417,Oracle
57,1.0,23,2,299.99,0.1,2024-05-01 21:24:37.030417,Oracle
57,2.0,19,2,449.0,0.2,2024-05-01 21:24:37.030417,Oracle
57,3.0,13,1,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
58,1.0,14,2,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
58,2.0,18,1,449.0,0.07,2024-05-01 21:24:37.030417,Oracle
58,3.0,23,1,299.99,0.1,2024-05-01 21:24:37.030417,Oracle
59,1.0,21,1,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
59,2.0,2,1,749.99,0.1,2024-05-01 21:24:37.030417,Oracle
59,3.0,17,2,429.0,0.1,2024-05-01 21:24:37.030417,Oracle
60,1.0,14,2,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
60,2.0,4,1,2899.99,0.1,2024-05-01 21:24:37.030417,Oracle
60,3.0,15,1,529.99,0.07,2024-05-01 21:24:37.030417,Oracle
60,4.0,22,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
61,1.0,25,1,499.99,0.1,2024-05-01 21:24:37.030417,Oracle
61,2.0,15,2,529.99,0.05,2024-05-01 21:24:37.030417,Oracle
61,3.0,5,2,1320.99,0.2,2024-05-01 21:24:37.030417,Oracle
62,1.0,14,1,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
62,2.0,8,2,1799.99,0.1,2024-05-01 21:24:37.030417,Oracle
62,3.0,22,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
63,1.0,25,2,499.99,0.1,2024-05-01 21:24:37.030417,Oracle
63,2.0,19,2,449.0,0.05,2024-05-01 21:24:37.030417,Oracle
63,3.0,3,1,999.99,0.1,2024-05-01 21:24:37.030417,Oracle
64,1.0,25,2,499.99,0.1,2024-05-01 21:24:37.030417,Oracle
64,2.0,22,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
64,3.0,23,2,299.99,0.2,2024-05-01 21:24:37.030417,Oracle
64,4.0,24,2,549.99,0.1,2024-05-01 21:24:37.030417,Oracle
65,1.0,12,1,549.99,0.1,2024-05-01 21:24:37.030417,Oracle
66,1.0,2,1,749.99,0.2,2024-05-01 21:24:37.030417,Oracle
66,2.0,23,1,299.99,0.07,2024-05-01 21:24:37.030417,Oracle
66,3.0,12,1,549.99,0.07,2024-05-01 21:24:37.030417,Oracle
67,1.0,23,2,299.99,0.2,2024-05-01 21:24:37.030417,Oracle
67,2.0,12,2,549.99,0.1,2024-05-01 21:24:37.030417,Oracle
67,3.0,21,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
67,4.0,5,2,1320.99,0.1,2024-05-01 21:24:37.030417,Oracle
67,5.0,19,1,449.0,0.2,2024-05-01 21:24:37.030417,Oracle
68,1.0,13,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
68,2.0,17,1,429.0,0.1,2024-05-01 21:24:37.030417,Oracle
69,1.0,22,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
69,2.0,5,1,1320.99,0.2,2024-05-01 21:24:37.030417,Oracle
69,3.0,10,1,1549.0,0.05,2024-05-01 21:24:37.030417,Oracle
70,1.0,3,2,999.99,0.05,2024-05-01 21:24:37.030417,Oracle
70,2.0,18,1,449.0,0.2,2024-05-01 21:24:37.030417,Oracle
70,3.0,20,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
71,1.0,26,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
71,2.0,24,1,549.99,0.2,2024-05-01 21:24:37.030417,Oracle
71,3.0,18,1,449.0,0.1,2024-05-01 21:24:37.030417,Oracle
72,1.0,17,2,429.0,0.07,2024-05-01 21:24:37.030417,Oracle
72,2.0,12,1,549.99,0.05,2024-05-01 21:24:37.030417,Oracle
72,3.0,13,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
73,1.0,22,1,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
73,2.0,26,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
73,3.0,3,2,999.99,0.07,2024-05-01 21:24:37.030417,Oracle
73,4.0,25,1,499.99,0.07,2024-05-01 21:24:37.030417,Oracle
73,5.0,23,2,299.99,0.2,2024-05-01 21:24:37.030417,Oracle
74,1.0,16,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
74,2.0,6,1,469.99,0.07,2024-05-01 21:24:37.030417,Oracle
75,1.0,3,1,999.99,0.1,2024-05-01 21:24:37.030417,Oracle
75,2.0,7,2,3999.99,0.07,2024-05-01 21:24:37.030417,Oracle
75,3.0,15,1,529.99,0.2,2024-05-01 21:24:37.030417,Oracle
76,1.0,12,1,549.99,0.05,2024-05-01 21:24:37.030417,Oracle
76,2.0,11,2,1680.99,0.1,2024-05-01 21:24:37.030417,Oracle
76,3.0,5,1,1320.99,0.07,2024-05-01 21:24:37.030417,Oracle
77,1.0,20,1,599.99,0.07,2024-05-01 21:24:37.030417,Oracle
77,2.0,24,2,549.99,0.1,2024-05-01 21:24:37.030417,Oracle
77,3.0,26,1,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
77,4.0,25,1,499.99,0.2,2024-05-01 21:24:37.030417,Oracle
78,1.0,17,1,429.0,0.07,2024-05-01 21:24:37.030417,Oracle
78,2.0,19,1,449.0,0.2,2024-05-01 21:24:37.030417,Oracle
78,3.0,18,2,449.0,0.1,2024-05-01 21:24:37.030417,Oracle
78,4.0,14,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
79,1.0,9,2,2999.99,0.1,2024-05-01 21:24:37.030417,Oracle
79,2.0,17,2,429.0,0.05,2024-05-01 21:24:37.030417,Oracle
79,3.0,6,1,469.99,0.1,2024-05-01 21:24:37.030417,Oracle
79,4.0,25,2,499.99,0.07,2024-05-01 21:24:37.030417,Oracle
80,1.0,26,1,599.99,0.1,2024-05-01 21:24:37.030417,Oracle
80,2.0,24,1,549.99,0.1,2024-05-01 21:24:37.030417,Oracle
80,3.0,17,1,429.0,0.2,2024-05-01 21:24:37.030417,Oracle
81,1.0,10,2,1549.0,0.2,2024-05-01 21:24:37.030417,Oracle
81,2.0,23,2,299.99,0.05,2024-05-01 21:24:37.030417,Oracle
81,3.0,25,2,499.99,0.05,2024-05-01 21:24:37.030417,Oracle
82,1.0,25,2,499.99,0.1,2024-05-01 21:24:37.030417,Oracle
82,2.0,11,2,1680.99,0.2,2024-05-01 21:24:37.030417,Oracle
83,1.0,20,1,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
83,2.0,3,2,999.99,0.05,2024-05-01 21:24:37.030417,Oracle
84,1.0,23,2,299.99,0.07,2024-05-01 21:24:37.030417,Oracle
84,2.0,15,2,529.99,0.07,2024-05-01 21:24:37.030417,Oracle
85,1.0,4,2,2899.99,0.05,2024-05-01 21:24:37.030417,Oracle
85,2.0,18,1,449.0,0.07,2024-05-01 21:24:37.030417,Oracle
86,1.0,9,2,2999.99,0.1,2024-05-01 21:24:37.030417,Oracle
86,2.0,23,2,299.99,0.07,2024-05-01 21:24:37.030417,Oracle
86,3.0,21,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
86,4.0,15,1,529.99,0.1,2024-05-01 21:24:37.030417,Oracle
87,1.0,20,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
87,2.0,23,2,299.99,0.1,2024-05-01 21:24:37.030417,Oracle
88,1.0,10,1,1549.0,0.07,2024-05-01 21:24:37.030417,Oracle
88,2.0,8,2,1799.99,0.1,2024-05-01 21:24:37.030417,Oracle
88,3.0,7,1,3999.99,0.1,2024-05-01 21:24:37.030417,Oracle
89,1.0,5,1,1320.99,0.05,2024-05-01 21:24:37.030417,Oracle
89,2.0,6,2,469.99,0.1,2024-05-01 21:24:37.030417,Oracle
90,1.0,3,1,999.99,0.1,2024-05-01 21:24:37.030417,Oracle
90,2.0,6,1,469.99,0.07,2024-05-01 21:24:37.030417,Oracle
91,1.0,11,1,1680.99,0.1,2024-05-01 21:24:37.030417,Oracle
91,2.0,25,1,499.99,0.05,2024-05-01 21:24:37.030417,Oracle
91,3.0,15,2,529.99,0.07,2024-05-01 21:24:37.030417,Oracle
91,4.0,13,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
92,1.0,8,1,1799.99,0.1,2024-05-01 21:24:37.030417,Oracle
93,1.0,22,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
93,2.0,17,1,429.0,0.05,2024-05-01 21:24:37.030417,Oracle
93,3.0,21,1,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
93,4.0,2,1,749.99,0.2,2024-05-01 21:24:37.030417,Oracle
93,5.0,10,2,1549.0,0.07,2024-05-01 21:24:37.030417,Oracle
94,1.0,12,1,549.99,0.05,2024-05-01 21:24:37.030417,Oracle
94,2.0,4,1,2899.99,0.2,2024-05-01 21:24:37.030417,Oracle
94,3.0,11,1,1680.99,0.2,2024-05-01 21:24:37.030417,Oracle
94,4.0,21,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
95,1.0,10,2,1549.0,0.2,2024-05-01 21:24:37.030417,Oracle
95,2.0,19,1,449.0,0.1,2024-05-01 21:24:37.030417,Oracle
95,3.0,8,2,1799.99,0.2,2024-05-01 21:24:37.030417,Oracle
95,4.0,20,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
96,1.0,26,1,599.99,0.1,2024-05-01 21:24:37.030417,Oracle
96,2.0,23,1,299.99,0.05,2024-05-01 21:24:37.030417,Oracle
97,1.0,20,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
97,2.0,2,1,749.99,0.07,2024-05-01 21:24:37.030417,Oracle
97,3.0,6,2,469.99,0.2,2024-05-01 21:24:37.030417,Oracle
97,4.0,19,1,449.0,0.1,2024-05-01 21:24:37.030417,Oracle
98,1.0,19,1,449.0,0.07,2024-05-01 21:24:37.030417,Oracle
98,2.0,21,1,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
98,3.0,2,1,749.99,0.2,2024-05-01 21:24:37.030417,Oracle
98,4.0,22,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
99,1.0,13,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
99,2.0,21,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
99,3.0,25,2,499.99,0.05,2024-05-01 21:24:37.030417,Oracle
99,4.0,7,2,3999.99,0.07,2024-05-01 21:24:37.030417,Oracle
99,5.0,23,2,299.99,0.2,2024-05-01 21:24:37.030417,Oracle
100,1.0,12,2,549.99,0.05,2024-05-01 21:24:37.030417,Oracle
100,2.0,11,2,1680.99,0.1,2024-05-01 21:24:37.030417,Oracle
100,3.0,7,2,3999.99,0.2,2024-05-01 21:24:37.030417,Oracle
100,4.0,16,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
100,5.0,24,2,549.99,0.1,2024-05-01 21:24:37.030417,Oracle
101,1.0,12,2,549.99,0.2,2024-05-01 21:24:37.030417,Oracle
102,1.0,15,1,529.99,0.05,2024-05-01 21:24:37.030417,Oracle
102,2.0,22,1,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
103,1.0,17,1,429.0,0.07,2024-05-01 21:24:37.030417,Oracle
103,2.0,3,1,999.99,0.05,2024-05-01 21:24:37.030417,Oracle
103,3.0,18,1,449.0,0.2,2024-05-01 21:24:37.030417,Oracle
103,4.0,15,2,529.99,0.1,2024-05-01 21:24:37.030417,Oracle
103,5.0,9,2,2999.99,0.1,2024-05-01 21:24:37.030417,Oracle
104,1.0,19,2,449.0,0.1,2024-05-01 21:24:37.030417,Oracle
104,2.0,26,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
105,1.0,11,2,1680.99,0.2,2024-05-01 21:24:37.030417,Oracle
105,2.0,3,1,999.99,0.05,2024-05-01 21:24:37.030417,Oracle
105,3.0,9,1,2999.99,0.05,2024-05-01 21:24:37.030417,Oracle
106,1.0,17,1,429.0,0.1,2024-05-01 21:24:37.030417,Oracle
106,2.0,13,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
107,1.0,19,1,449.0,0.2,2024-05-01 21:24:37.030417,Oracle
107,2.0,13,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
108,1.0,11,1,1680.99,0.1,2024-05-01 21:24:37.030417,Oracle
108,2.0,22,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
108,3.0,16,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
109,1.0,22,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
109,2.0,6,1,469.99,0.07,2024-05-01 21:24:37.030417,Oracle
110,1.0,14,1,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
111,1.0,14,1,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
111,2.0,12,2,549.99,0.07,2024-05-01 21:24:37.030417,Oracle
112,1.0,23,2,299.99,0.2,2024-05-01 21:24:37.030417,Oracle
112,2.0,25,2,499.99,0.07,2024-05-01 21:24:37.030417,Oracle
112,3.0,24,2,549.99,0.05,2024-05-01 21:24:37.030417,Oracle
112,4.0,5,1,1320.99,0.2,2024-05-01 21:24:37.030417,Oracle
113,1.0,12,2,549.99,0.07,2024-05-01 21:24:37.030417,Oracle
113,2.0,24,2,549.99,0.1,2024-05-01 21:24:37.030417,Oracle
113,3.0,6,1,469.99,0.07,2024-05-01 21:24:37.030417,Oracle
113,4.0,23,1,299.99,0.2,2024-05-01 21:24:37.030417,Oracle
113,5.0,5,2,1320.99,0.2,2024-05-01 21:24:37.030417,Oracle
114,1.0,12,1,549.99,0.05,2024-05-01 21:24:37.030417,Oracle
114,2.0,2,1,749.99,0.07,2024-05-01 21:24:37.030417,Oracle
114,3.0,13,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
115,1.0,22,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
115,2.0,19,1,449.0,0.1,2024-05-01 21:24:37.030417,Oracle
116,1.0,26,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
117,1.0,22,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
117,2.0,26,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
117,3.0,14,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
117,4.0,19,1,449.0,0.05,2024-05-01 21:24:37.030417,Oracle
118,1.0,18,1,449.0,0.07,2024-05-01 21:24:37.030417,Oracle
118,2.0,4,1,2899.99,0.07,2024-05-01 21:24:37.030417,Oracle
118,3.0,6,1,469.99,0.07,2024-05-01 21:24:37.030417,Oracle
118,4.0,3,2,999.99,0.1,2024-05-01 21:24:37.030417,Oracle
118,5.0,23,2,299.99,0.07,2024-05-01 21:24:37.030417,Oracle
119,1.0,25,1,499.99,0.05,2024-05-01 21:24:37.030417,Oracle
120,1.0,13,2,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
120,2.0,6,2,469.99,0.05,2024-05-01 21:24:37.030417,Oracle
120,3.0,10,2,1549.0,0.05,2024-05-01 21:24:37.030417,Oracle
120,4.0,17,1,429.0,0.05,2024-05-01 21:24:37.030417,Oracle
120,5.0,16,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
