order_id,item_id,product_id,quantity,list_price,discount,ExtractTime,source,key,list_price_egp
29,4.0,8,1,1799.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,86153.281368
29,5.0,14,2,269.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
30,1.0,26,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
30,2.0,17,1,429.0,0.07,2024-05-01 21:24:37.030417,Oracle,1,20533.3128
30,3.0,19,1,449.0,0.1,2024-05-01 21:24:37.030417,Oracle,1,21490.5768
30,4.0,4,1,2899.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,138802.801368
30,5.0,7,2,3999.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,191452.32136799998
31,1.0,11,2,1680.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,80457.560568
31,2.0,9,2,2999.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,143589.121368
32,1.0,8,2,1799.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,86153.281368
32,2.0,12,2,549.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,26324.281368
32,3.0,25,2,499.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,23931.121368
33,1.0,23,2,299.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,14358.481368
33,2.0,7,1,3999.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,191452.32136799998
34,1.0,8,2,1799.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,86153.281368
34,2.0,10,2,1549.0,0.1,2024-05-01 21:24:37.030417,Oracle,1,74140.0968
34,3.0,17,2,429.0,0.2,2024-05-01 21:24:37.030417,Oracle,1,20533.3128
35,1.0,18,1,449.0,0.05,2024-05-01 21:24:37.030417,Oracle,1,21490.5768
35,2.0,20,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
35,3.0,5,1,1320.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,63226.808568
35,4.0,21,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
35,5.0,22,1,269.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
36,1.0,9,1,2999.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,143589.121368
36,2.0,5,1,1320.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,63226.808568
36,3.0,3,2,999.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,47862.721368
37,1.0,16,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
38,1.0,7,2,3999.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,191452.32136799998
38,2.0,23,1,299.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,14358.481368
38,3.0,25,1,499.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,23931.121368
38,4.0,10,2,1549.0,0.1,2024-05-01 21:24:37.030417,Oracle,1,74140.0968
38,5.0,24,1,549.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,26324.281368
39,1.0,22,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
39,2.0,16,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
39,3.0,3,2,999.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,47862.721368
39,4.0,15,1,529.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,25367.017368
40,1.0,17,1,429.0,0.2,2024-05-01 21:24:37.030417,Oracle,1,20533.3128
40,2.0,8,2,1799.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,86153.281368
41,1.0,5,1,1320.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,63226.808568
41,2.0,19,2,449.0,0.2,2024-05-01 21:24:37.030417,Oracle,1,21490.5768
41,3.0,26,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
42,1.0,19,1,449.0,0.05,2024-05-01 21:24:37.030417,Oracle,1,21490.5768
43,1.0,13,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
43,2.0,12,2,549.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,26324.281368
44,1.0,7,1,3999.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,191452.32136799998
44,2.0,16,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
45,1.0,4,2,2899.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,138802.801368
45,2.0,22,1,269.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
45,3.0,21,2,269.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
46,1.0,17,1,429.0,0.1,2024-05-01 21:24:37.030417,Oracle,1,20533.3128
47,1.0,6,1,469.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,22495.225368
47,2.0,15,1,529.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,25367.017368
47,3.0,25,2,499.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,23931.121368
47,4.0,13,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
48,1.0,11,1,1680.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,80457.560568
48,2.0,4,1,2899.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,138802.801368
48,3.0,5,2,1320.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,63226.808568
48,4.0,14,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
49,1.0,13,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
50,1.0,3,1,999.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,47862.721368
50,2.0,26,2,599.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
50,3.0,13,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
51,1.0,13,1,269.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
51,2.0,20,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
51,3.0,26,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
52,1.0,25,1,499.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,23931.121368
53,1.0,8,2,1799.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,86153.281368
53,2.0,23,2,299.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,14358.481368
53,3.0,14,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
53,4.0,25,2,499.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,23931.121368
54,1.0,26,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
54,2.0,3,1,999.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,47862.721368
55,1.0,21,1,269.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
55,2.0,25,2,499.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,23931.121368
55,3.0,15,2,529.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,25367.017368
56,1.0,20,2,599.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
57,1.0,23,2,299.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,14358.481368
57,2.0,19,2,449.0,0.2,2024-05-01 21:24:37.030417,Oracle,1,21490.5768
57,3.0,13,1,269.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
58,1.0,14,2,269.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
58,2.0,18,1,449.0,0.07,2024-05-01 21:24:37.030417,Oracle,1,21490.5768
58,3.0,23,1,299.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,14358.481368
59,1.0,21,1,269.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
59,2.0,2,1,749.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,35896.921368
59,3.0,17,2,429.0,0.1,2024-05-01 21:24:37.030417,Oracle,1,20533.3128
60,1.0,14,2,269.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
60,2.0,4,1,2899.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,138802.801368
60,3.0,15,1,529.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,25367.017368
60,4.0,22,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
61,1.0,25,1,499.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,23931.121368
61,2.0,15,2,529.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,25367.017368
61,3.0,5,2,1320.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,63226.808568
62,1.0,14,1,269.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
62,2.0,8,2,1799.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,86153.281368
62,3.0,22,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
63,1.0,25,2,499.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,23931.121368
63,2.0,19,2,449.0,0.05,2024-05-01 21:24:37.030417,Oracle,1,21490.5768
63,3.0,3,1,999.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,47862.721368
64,1.0,25,2,499.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,23931.121368
64,2.0,22,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
64,3.0,23,2,299.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,14358.481368
64,4.0,24,2,549.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,26324.281368
65,1.0,12,1,549.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,26324.281368
66,1.0,2,1,749.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,35896.921368
66,2.0,23,1,299.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,14358.481368
66,3.0,12,1,549.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,26324.281368
67,1.0,23,2,299.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,14358.481368
67,2.0,12,2,549.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,26324.281368
67,3.0,21,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
67,4.0,5,2,1320.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,63226.808568
67,5.0,19,1,449.0,0.2,2024-05-01 21:24:37.030417,Oracle,1,21490.5768
68,1.0,13,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
68,2.0,17,1,429.0,0.1,2024-05-01 21:24:37.030417,Oracle,1,20533.3128
69,1.0,22,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
69,2.0,5,1,1320.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,63226.808568
69,3.0,10,1,1549.0,0.05,2024-05-01 21:24:37.030417,Oracle,1,74140.0968
70,1.0,3,2,999.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,47862.721368
70,2.0,18,1,449.0,0.2,2024-05-01 21:24:37.030417,Oracle,1,21490.5768
70,3.0,20,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
71,1.0,26,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
71,2.0,24,1,549.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,26324.281368
71,3.0,18,1,449.0,0.1,2024-05-01 21:24:37.030417,Oracle,1,21490.5768
72,1.0,17,2,429.0,0.07,2024-05-01 21:24:37.030417,Oracle,1,20533.3128
72,2.0,12,1,549.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,26324.281368
72,3.0,13,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
73,1.0,22,1,269.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
73,2.0,26,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
73,3.0,3,2,999.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,47862.721368
73,4.0,25,1,499.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,23931.121368
73,5.0,23,2,299.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,14358.481368
74,1.0,16,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
74,2.0,6,1,469.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,22495.225368
75,1.0,3,1,999.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,47862.721368
75,2.0,7,2,3999.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,191452.32136799998
75,3.0,15,1,529.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,25367.017368
76,1.0,12,1,549.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,26324.281368
76,2.0,11,2,1680.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,80457.560568
76,3.0,5,1,1320.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,63226.808568
77,1.0,20,1,599.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
77,2.0,24,2,549.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,26324.281368
77,3.0,26,1,599.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
77,4.0,25,1,499.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,23931.121368
78,1.0,17,1,429.0,0.07,2024-05-01 21:24:37.030417,Oracle,1,20533.3128
78,2.0,19,1,449.0,0.2,2024-05-01 21:24:37.030417,Oracle,1,21490.5768
78,3.0,18,2,449.0,0.1,2024-05-01 21:24:37.030417,Oracle,1,21490.5768
78,4.0,14,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
79,1.0,9,2,2999.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,143589.121368
79,2.0,17,2,429.0,0.05,2024-05-01 21:24:37.030417,Oracle,1,20533.3128
79,3.0,6,1,469.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,22495.225368
79,4.0,25,2,499.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,23931.121368
80,1.0,26,1,599.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
80,2.0,24,1,549.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,26324.281368
80,3.0,17,1,429.0,0.2,2024-05-01 21:24:37.030417,Oracle,1,20533.3128
81,1.0,10,2,1549.0,0.2,2024-05-01 21:24:37.030417,Oracle,1,74140.0968
81,2.0,23,2,299.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,14358.481368
81,3.0,25,2,499.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,23931.121368
82,1.0,25,2,499.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,23931.121368
82,2.0,11,2,1680.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,80457.560568
83,1.0,20,1,599.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
83,2.0,3,2,999.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,47862.721368
84,1.0,23,2,299.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,14358.481368
84,2.0,15,2,529.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,25367.017368
85,1.0,4,2,2899.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,138802.801368
85,2.0,18,1,449.0,0.07,2024-05-01 21:24:37.030417,Oracle,1,21490.5768
86,1.0,9,2,2999.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,143589.121368
86,2.0,23,2,299.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,14358.481368
86,3.0,21,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
86,4.0,15,1,529.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,25367.017368
87,1.0,20,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
87,2.0,23,2,299.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,14358.481368
88,1.0,10,1,1549.0,0.07,2024-05-01 21:24:37.030417,Oracle,1,74140.0968
88,2.0,8,2,1799.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,86153.281368
88,3.0,7,1,3999.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,191452.32136799998
89,1.0,5,1,1320.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,63226.808568
89,2.0,6,2,469.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,22495.225368
90,1.0,3,1,999.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,47862.721368
90,2.0,6,1,469.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,22495.225368
91,1.0,11,1,1680.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,80457.560568
91,2.0,25,1,499.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,23931.121368
91,3.0,15,2,529.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,25367.017368
91,4.0,13,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
92,1.0,8,1,1799.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,86153.281368
93,1.0,22,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
93,2.0,17,1,429.0,0.05,2024-05-01 21:24:37.030417,Oracle,1,20533.3128
93,3.0,21,1,269.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
93,4.0,2,1,749.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,35896.921368
93,5.0,10,2,1549.0,0.07,2024-05-01 21:24:37.030417,Oracle,1,74140.0968
94,1.0,12,1,549.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,26324.281368
94,2.0,4,1,2899.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,138802.801368
94,3.0,11,1,1680.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,80457.560568
94,4.0,21,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
95,1.0,10,2,1549.0,0.2,2024-05-01 21:24:37.030417,Oracle,1,74140.0968
95,2.0,19,1,449.0,0.1,2024-05-01 21:24:37.030417,Oracle,1,21490.5768
95,3.0,8,2,1799.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,86153.281368
95,4.0,20,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
96,1.0,26,1,599.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
96,2.0,23,1,299.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,14358.481368
97,1.0,20,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,28717.441368
97,2.0,2,1,749.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,35896.921368
97,3.0,6,2,469.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,22495.225368
97,4.0,19,1,449.0,0.1,2024-05-01 21:24:37.030417,Oracle,1,21490.5768
98,1.0,19,1,449.0,0.07,2024-05-01 21:24:37.030417,Oracle,1,21490.5768
98,2.0,21,1,269.99,0.1,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
98,3.0,2,1,749.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,35896.921368
98,4.0,22,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
99,1.0,13,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
99,2.0,21,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle,1,12922.585368
99,3.0,25,2,499.99,0.05,2024-05-01 21:24:37.030417,Oracle,1,23931.121368
99,4.0,7,2,3999.99,0.07,2024-05-01 21:24:37.030417,Oracle,1,191452.32136799998
