order_id,item_id,product_id,quantity,list_price,discount,ExtractTime,source
26,3,12,1,549.99,0.2,2024-05-01 21:24:37.030417,Oracle
26,4,21,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
27,1,5,1,1320.99,0.2,2024-05-01 21:24:37.030417,Oracle
27,2,19,1,449.0,0.2,2024-05-01 21:24:37.030417,Oracle
27,3,26,2,599.99,0.07,2024-05-01 21:24:37.030417,Oracle
27,4,8,1,1799.99,0.07,2024-05-01 21:24:37.030417,Oracle
28,1,5,1,1320.99,0.05,2024-05-01 21:24:37.030417,Oracle
28,2,7,2,3999.99,0.2,2024-05-01 21:24:37.030417,Oracle
28,3,14,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
28,4,6,1,469.99,0.05,2024-05-01 21:24:37.030417,Oracle
29,1,24,2,549.99,0.05,2024-05-01 21:24:37.030417,Oracle
29,2,6,1,469.99,0.2,2024-05-01 21:24:37.030417,Oracle
29,3,21,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
29,4,8,1,1799.99,0.2,2024-05-01 21:24:37.030417,Oracle
29,5,14,2,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
30,1,26,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
30,2,17,1,429.0,0.07,2024-05-01 21:24:37.030417,Oracle
30,3,19,1,449.0,0.1,2024-05-01 21:24:37.030417,Oracle
30,4,4,1,2899.99,0.1,2024-05-01 21:24:37.030417,Oracle
30,5,7,2,3999.99,0.1,2024-05-01 21:24:37.030417,Oracle
31,1,11,2,1680.99,0.05,2024-05-01 21:24:37.030417,Oracle
31,2,9,2,2999.99,0.2,2024-05-01 21:24:37.030417,Oracle
32,1,8,2,1799.99,0.07,2024-05-01 21:24:37.030417,Oracle
32,2,12,2,549.99,0.07,2024-05-01 21:24:37.030417,Oracle
32,3,25,2,499.99,0.1,2024-05-01 21:24:37.030417,Oracle
33,1,23,2,299.99,0.07,2024-05-01 21:24:37.030417,Oracle
33,2,7,1,3999.99,0.1,2024-05-01 21:24:37.030417,Oracle
34,1,8,2,1799.99,0.07,2024-05-01 21:24:37.030417,Oracle
34,2,10,2,1549.0,0.1,2024-05-01 21:24:37.030417,Oracle
34,3,17,2,429.0,0.2,2024-05-01 21:24:37.030417,Oracle
35,1,18,1,449.0,0.05,2024-05-01 21:24:37.030417,Oracle
35,2,20,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
35,3,5,1,1320.99,0.2,2024-05-01 21:24:37.030417,Oracle
35,4,21,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
35,5,22,1,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
36,1,9,1,2999.99,0.07,2024-05-01 21:24:37.030417,Oracle
36,2,5,1,1320.99,0.05,2024-05-01 21:24:37.030417,Oracle
36,3,3,2,999.99,0.2,2024-05-01 21:24:37.030417,Oracle
37,1,16,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
38,1,7,2,3999.99,0.05,2024-05-01 21:24:37.030417,Oracle
38,2,23,1,299.99,0.07,2024-05-01 21:24:37.030417,Oracle
38,3,25,1,499.99,0.2,2024-05-01 21:24:37.030417,Oracle
38,4,10,2,1549.0,0.1,2024-05-01 21:24:37.030417,Oracle
38,5,24,1,549.99,0.07,2024-05-01 21:24:37.030417,Oracle
39,1,22,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
39,2,16,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
39,3,3,2,999.99,0.05,2024-05-01 21:24:37.030417,Oracle
39,4,15,1,529.99,0.1,2024-05-01 21:24:37.030417,Oracle
40,1,17,1,429.0,0.2,2024-05-01 21:24:37.030417,Oracle
40,2,8,2,1799.99,0.2,2024-05-01 21:24:37.030417,Oracle
41,1,5,1,1320.99,0.1,2024-05-01 21:24:37.030417,Oracle
41,2,19,2,449.0,0.2,2024-05-01 21:24:37.030417,Oracle
41,3,26,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
42,1,19,1,449.0,0.05,2024-05-01 21:24:37.030417,Oracle
43,1,13,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
43,2,12,2,549.99,0.05,2024-05-01 21:24:37.030417,Oracle
44,1,7,1,3999.99,0.1,2024-05-01 21:24:37.030417,Oracle
44,2,16,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
45,1,4,2,2899.99,0.2,2024-05-01 21:24:37.030417,Oracle
45,2,22,1,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
45,3,21,2,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
46,1,17,1,429.0,0.1,2024-05-01 21:24:37.030417,Oracle
47,1,6,1,469.99,0.05,2024-05-01 21:24:37.030417,Oracle
47,2,15,1,529.99,0.1,2024-05-01 21:24:37.030417,Oracle
47,3,25,2,499.99,0.07,2024-05-01 21:24:37.030417,Oracle
47,4,13,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
48,1,11,1,1680.99,0.1,2024-05-01 21:24:37.030417,Oracle
48,2,4,1,2899.99,0.2,2024-05-01 21:24:37.030417,Oracle
48,3,5,2,1320.99,0.1,2024-05-01 21:24:37.030417,Oracle
48,4,14,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
49,1,13,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
50,1,3,1,999.99,0.05,2024-05-01 21:24:37.030417,Oracle
50,2,26,2,599.99,0.07,2024-05-01 21:24:37.030417,Oracle
50,3,13,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
51,1,13,1,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
51,2,20,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
51,3,26,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
52,1,25,1,499.99,0.07,2024-05-01 21:24:37.030417,Oracle
53,1,8,2,1799.99,0.2,2024-05-01 21:24:37.030417,Oracle
53,2,23,2,299.99,0.05,2024-05-01 21:24:37.030417,Oracle
53,3,14,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
53,4,25,2,499.99,0.1,2024-05-01 21:24:37.030417,Oracle
54,1,26,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
54,2,3,1,999.99,0.2,2024-05-01 21:24:37.030417,Oracle
55,1,21,1,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
55,2,25,2,499.99,0.2,2024-05-01 21:24:37.030417,Oracle
55,3,15,2,529.99,0.2,2024-05-01 21:24:37.030417,Oracle
56,1,20,2,599.99,0.07,2024-05-01 21:24:37.030417,Oracle
57,1,23,2,299.99,0.1,2024-05-01 21:24:37.030417,Oracle
57,2,19,2,449.0,0.2,2024-05-01 21:24:37.030417,Oracle
57,3,13,1,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
58,1,14,2,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
58,2,18,1,449.0,0.07,2024-05-01 21:24:37.030417,Oracle
58,3,23,1,299.99,0.1,2024-05-01 21:24:37.030417,Oracle
59,1,21,1,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
59,2,2,1,749.99,0.1,2024-05-01 21:24:37.030417,Oracle
59,3,17,2,429.0,0.1,2024-05-01 21:24:37.030417,Oracle
60,1,14,2,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
60,2,4,1,2899.99,0.1,2024-05-01 21:24:37.030417,Oracle
60,3,15,1,529.99,0.07,2024-05-01 21:24:37.030417,Oracle
60,4,22,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
61,1,25,1,499.99,0.1,2024-05-01 21:24:37.030417,Oracle
61,2,15,2,529.99,0.05,2024-05-01 21:24:37.030417,Oracle
61,3,5,2,1320.99,0.2,2024-05-01 21:24:37.030417,Oracle
62,1,14,1,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
62,2,8,2,1799.99,0.1,2024-05-01 21:24:37.030417,Oracle
62,3,22,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
63,1,25,2,499.99,0.1,2024-05-01 21:24:37.030417,Oracle
63,2,19,2,449.0,0.05,2024-05-01 21:24:37.030417,Oracle
63,3,3,1,999.99,0.1,2024-05-01 21:24:37.030417,Oracle
64,1,25,2,499.99,0.1,2024-05-01 21:24:37.030417,Oracle
64,2,22,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
64,3,23,2,299.99,0.2,2024-05-01 21:24:37.030417,Oracle
64,4,24,2,549.99,0.1,2024-05-01 21:24:37.030417,Oracle
65,1,12,1,549.99,0.1,2024-05-01 21:24:37.030417,Oracle
66,1,2,1,749.99,0.2,2024-05-01 21:24:37.030417,Oracle
66,2,23,1,299.99,0.07,2024-05-01 21:24:37.030417,Oracle
66,3,12,1,549.99,0.07,2024-05-01 21:24:37.030417,Oracle
67,1,23,2,299.99,0.2,2024-05-01 21:24:37.030417,Oracle
67,2,12,2,549.99,0.1,2024-05-01 21:24:37.030417,Oracle
67,3,21,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
67,4,5,2,1320.99,0.1,2024-05-01 21:24:37.030417,Oracle
67,5,19,1,449.0,0.2,2024-05-01 21:24:37.030417,Oracle
68,1,13,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
68,2,17,1,429.0,0.1,2024-05-01 21:24:37.030417,Oracle
69,1,22,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
69,2,5,1,1320.99,0.2,2024-05-01 21:24:37.030417,Oracle
69,3,10,1,1549.0,0.05,2024-05-01 21:24:37.030417,Oracle
70,1,3,2,999.99,0.05,2024-05-01 21:24:37.030417,Oracle
70,2,18,1,449.0,0.2,2024-05-01 21:24:37.030417,Oracle
70,3,20,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
71,1,26,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
71,2,24,1,549.99,0.2,2024-05-01 21:24:37.030417,Oracle
71,3,18,1,449.0,0.1,2024-05-01 21:24:37.030417,Oracle
72,1,17,2,429.0,0.07,2024-05-01 21:24:37.030417,Oracle
72,2,12,1,549.99,0.05,2024-05-01 21:24:37.030417,Oracle
72,3,13,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
73,1,22,1,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
73,2,26,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
73,3,3,2,999.99,0.07,2024-05-01 21:24:37.030417,Oracle
73,4,25,1,499.99,0.07,2024-05-01 21:24:37.030417,Oracle
73,5,23,2,299.99,0.2,2024-05-01 21:24:37.030417,Oracle
74,1,16,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
74,2,6,1,469.99,0.07,2024-05-01 21:24:37.030417,Oracle
75,1,3,1,999.99,0.1,2024-05-01 21:24:37.030417,Oracle
75,2,7,2,3999.99,0.07,2024-05-01 21:24:37.030417,Oracle
75,3,15,1,529.99,0.2,2024-05-01 21:24:37.030417,Oracle
76,1,12,1,549.99,0.05,2024-05-01 21:24:37.030417,Oracle
76,2,11,2,1680.99,0.1,2024-05-01 21:24:37.030417,Oracle
76,3,5,1,1320.99,0.07,2024-05-01 21:24:37.030417,Oracle
77,1,20,1,599.99,0.07,2024-05-01 21:24:37.030417,Oracle
77,2,24,2,549.99,0.1,2024-05-01 21:24:37.030417,Oracle
77,3,26,1,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
77,4,25,1,499.99,0.2,2024-05-01 21:24:37.030417,Oracle
78,1,17,1,429.0,0.07,2024-05-01 21:24:37.030417,Oracle
78,2,19,1,449.0,0.2,2024-05-01 21:24:37.030417,Oracle
78,3,18,2,449.0,0.1,2024-05-01 21:24:37.030417,Oracle
78,4,14,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
79,1,9,2,2999.99,0.1,2024-05-01 21:24:37.030417,Oracle
79,2,17,2,429.0,0.05,2024-05-01 21:24:37.030417,Oracle
79,3,6,1,469.99,0.1,2024-05-01 21:24:37.030417,Oracle
79,4,25,2,499.99,0.07,2024-05-01 21:24:37.030417,Oracle
80,1,26,1,599.99,0.1,2024-05-01 21:24:37.030417,Oracle
80,2,24,1,549.99,0.1,2024-05-01 21:24:37.030417,Oracle
80,3,17,1,429.0,0.2,2024-05-01 21:24:37.030417,Oracle
81,1,10,2,1549.0,0.2,2024-05-01 21:24:37.030417,Oracle
81,2,23,2,299.99,0.05,2024-05-01 21:24:37.030417,Oracle
81,3,25,2,499.99,0.05,2024-05-01 21:24:37.030417,Oracle
82,1,25,2,499.99,0.1,2024-05-01 21:24:37.030417,Oracle
82,2,11,2,1680.99,0.2,2024-05-01 21:24:37.030417,Oracle
83,1,20,1,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
83,2,3,2,999.99,0.05,2024-05-01 21:24:37.030417,Oracle
84,1,23,2,299.99,0.07,2024-05-01 21:24:37.030417,Oracle
84,2,15,2,529.99,0.07,2024-05-01 21:24:37.030417,Oracle
85,1,4,2,2899.99,0.05,2024-05-01 21:24:37.030417,Oracle
85,2,18,1,449.0,0.07,2024-05-01 21:24:37.030417,Oracle
86,1,9,2,2999.99,0.1,2024-05-01 21:24:37.030417,Oracle
86,2,23,2,299.99,0.07,2024-05-01 21:24:37.030417,Oracle
86,3,21,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
86,4,15,1,529.99,0.1,2024-05-01 21:24:37.030417,Oracle
87,1,20,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
87,2,23,2,299.99,0.1,2024-05-01 21:24:37.030417,Oracle
88,1,10,1,1549.0,0.07,2024-05-01 21:24:37.030417,Oracle
88,2,8,2,1799.99,0.1,2024-05-01 21:24:37.030417,Oracle
88,3,7,1,3999.99,0.1,2024-05-01 21:24:37.030417,Oracle
89,1,5,1,1320.99,0.05,2024-05-01 21:24:37.030417,Oracle
89,2,6,2,469.99,0.1,2024-05-01 21:24:37.030417,Oracle
90,1,3,1,999.99,0.1,2024-05-01 21:24:37.030417,Oracle
90,2,6,1,469.99,0.07,2024-05-01 21:24:37.030417,Oracle
91,1,11,1,1680.99,0.1,2024-05-01 21:24:37.030417,Oracle
91,2,25,1,499.99,0.05,2024-05-01 21:24:37.030417,Oracle
91,3,15,2,529.99,0.07,2024-05-01 21:24:37.030417,Oracle
91,4,13,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
92,1,8,1,1799.99,0.1,2024-05-01 21:24:37.030417,Oracle
93,1,22,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
93,2,17,1,429.0,0.05,2024-05-01 21:24:37.030417,Oracle
93,3,21,1,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
93,4,2,1,749.99,0.2,2024-05-01 21:24:37.030417,Oracle
93,5,10,2,1549.0,0.07,2024-05-01 21:24:37.030417,Oracle
94,1,12,1,549.99,0.05,2024-05-01 21:24:37.030417,Oracle
94,2,4,1,2899.99,0.2,2024-05-01 21:24:37.030417,Oracle
94,3,11,1,1680.99,0.2,2024-05-01 21:24:37.030417,Oracle
94,4,21,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
95,1,10,2,1549.0,0.2,2024-05-01 21:24:37.030417,Oracle
95,2,19,1,449.0,0.1,2024-05-01 21:24:37.030417,Oracle
95,3,8,2,1799.99,0.2,2024-05-01 21:24:37.030417,Oracle
95,4,20,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
96,1,26,1,599.99,0.1,2024-05-01 21:24:37.030417,Oracle
96,2,23,1,299.99,0.05,2024-05-01 21:24:37.030417,Oracle
97,1,20,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
97,2,2,1,749.99,0.07,2024-05-01 21:24:37.030417,Oracle
97,3,6,2,469.99,0.2,2024-05-01 21:24:37.030417,Oracle
97,4,19,1,449.0,0.1,2024-05-01 21:24:37.030417,Oracle
98,1,19,1,449.0,0.07,2024-05-01 21:24:37.030417,Oracle
98,2,21,1,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
98,3,2,1,749.99,0.2,2024-05-01 21:24:37.030417,Oracle
98,4,22,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
99,1,13,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
99,2,21,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
99,3,25,2,499.99,0.05,2024-05-01 21:24:37.030417,Oracle
99,4,7,2,3999.99,0.07,2024-05-01 21:24:37.030417,Oracle
99,5,23,2,299.99,0.2,2024-05-01 21:24:37.030417,Oracle
100,1,12,2,549.99,0.05,2024-05-01 21:24:37.030417,Oracle
100,2,11,2,1680.99,0.1,2024-05-01 21:24:37.030417,Oracle
100,3,7,2,3999.99,0.2,2024-05-01 21:24:37.030417,Oracle
100,4,16,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
100,5,24,2,549.99,0.1,2024-05-01 21:24:37.030417,Oracle
101,1,12,2,549.99,0.2,2024-05-01 21:24:37.030417,Oracle
102,1,15,1,529.99,0.05,2024-05-01 21:24:37.030417,Oracle
102,2,22,1,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
103,1,17,1,429.0,0.07,2024-05-01 21:24:37.030417,Oracle
103,2,3,1,999.99,0.05,2024-05-01 21:24:37.030417,Oracle
103,3,18,1,449.0,0.2,2024-05-01 21:24:37.030417,Oracle
103,4,15,2,529.99,0.1,2024-05-01 21:24:37.030417,Oracle
103,5,9,2,2999.99,0.1,2024-05-01 21:24:37.030417,Oracle
104,1,19,2,449.0,0.1,2024-05-01 21:24:37.030417,Oracle
104,2,26,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
105,1,11,2,1680.99,0.2,2024-05-01 21:24:37.030417,Oracle
105,2,3,1,999.99,0.05,2024-05-01 21:24:37.030417,Oracle
105,3,9,1,2999.99,0.05,2024-05-01 21:24:37.030417,Oracle
106,1,17,1,429.0,0.1,2024-05-01 21:24:37.030417,Oracle
106,2,13,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
107,1,19,1,449.0,0.2,2024-05-01 21:24:37.030417,Oracle
107,2,13,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
108,1,11,1,1680.99,0.1,2024-05-01 21:24:37.030417,Oracle
108,2,22,2,269.99,0.07,2024-05-01 21:24:37.030417,Oracle
108,3,16,2,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
109,1,22,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
109,2,6,1,469.99,0.07,2024-05-01 21:24:37.030417,Oracle
110,1,14,1,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
111,1,14,1,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
111,2,12,2,549.99,0.07,2024-05-01 21:24:37.030417,Oracle
112,1,23,2,299.99,0.2,2024-05-01 21:24:37.030417,Oracle
112,2,25,2,499.99,0.07,2024-05-01 21:24:37.030417,Oracle
112,3,24,2,549.99,0.05,2024-05-01 21:24:37.030417,Oracle
112,4,5,1,1320.99,0.2,2024-05-01 21:24:37.030417,Oracle
113,1,12,2,549.99,0.07,2024-05-01 21:24:37.030417,Oracle
113,2,24,2,549.99,0.1,2024-05-01 21:24:37.030417,Oracle
113,3,6,1,469.99,0.07,2024-05-01 21:24:37.030417,Oracle
113,4,23,1,299.99,0.2,2024-05-01 21:24:37.030417,Oracle
113,5,5,2,1320.99,0.2,2024-05-01 21:24:37.030417,Oracle
114,1,12,1,549.99,0.05,2024-05-01 21:24:37.030417,Oracle
114,2,2,1,749.99,0.07,2024-05-01 21:24:37.030417,Oracle
114,3,13,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
115,1,22,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
115,2,19,1,449.0,0.1,2024-05-01 21:24:37.030417,Oracle
116,1,26,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
117,1,22,2,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
117,2,26,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
117,3,14,1,269.99,0.2,2024-05-01 21:24:37.030417,Oracle
117,4,19,1,449.0,0.05,2024-05-01 21:24:37.030417,Oracle
118,1,18,1,449.0,0.07,2024-05-01 21:24:37.030417,Oracle
118,2,4,1,2899.99,0.07,2024-05-01 21:24:37.030417,Oracle
118,3,6,1,469.99,0.07,2024-05-01 21:24:37.030417,Oracle
118,4,3,2,999.99,0.1,2024-05-01 21:24:37.030417,Oracle
118,5,23,2,299.99,0.07,2024-05-01 21:24:37.030417,Oracle
119,1,25,1,499.99,0.05,2024-05-01 21:24:37.030417,Oracle
120,1,13,2,269.99,0.05,2024-05-01 21:24:37.030417,Oracle
120,2,6,2,469.99,0.05,2024-05-01 21:24:37.030417,Oracle
120,3,10,2,1549.0,0.05,2024-05-01 21:24:37.030417,Oracle
120,4,17,1,429.0,0.05,2024-05-01 21:24:37.030417,Oracle
120,5,16,2,599.99,0.2,2024-05-01 21:24:37.030417,Oracle
121,1,5,1,1320.99,0.2,2024-05-01 21:24:37.030417,Oracle
121,2,14,2,269.99,0.1,2024-05-01 21:24:37.030417,Oracle
121,3,4,2,2899.99,0.1,2024-05-01 21:24:37.030417,Oracle
121,4,24,2,549.99,0.07,2024-05-01 21:24:37.030417,Oracle
121,5,2,2,749.99,0.05,2024-05-01 21:24:37.030417,Oracle
122,1,16,1,599.99,0.1,2024-05-01 21:24:37.030417,Oracle
123,1,12,2,549.99,0.1,2024-05-01 21:24:37.030417,Oracle
124,1,16,1,599.99,0.05,2024-05-01 21:24:37.030417,Oracle
124,2,4,1,2899.99,0.07,2024-05-01 21:24:37.030417,Oracle
124,3,7,2,3999.99,0.05,2024-05-01 21:24:37.030417,Oracle
125,1,17,1,429.0,0.1,2024-05-01 21:24:37.030417,Oracle
126,1,9,2,2999.99,0.05,2024-05-01 21:24:37.030417,Oracle
127,1,17,1,429.0,0.07,2024-05-01 21:24:37.030417,Oracle
